66,79344588303191
219,26904521522212
91,67303148146236
269,0667304145342
120,95579269368484
424,0177507625642
520,8790989197366
32,17807992253112
279,83601448174323
143,21847612934317
143,45769210096103
53,523066837766685
420,45008696881297
54,96154275642257
69,57340180715426
473,2458037761318
193,57254102603181
406,43895649297156
180,05099068472845
278,69308855718265
118,83131966692063
205,01351553669204
225,31340756041325
127,43770757711722
63,22361188272237
202,3930712149708
130,98247714027627
306,80158590448633
273,6255183328354
167,4317878252842
81,72209097646362
347,4853193185138
178,19297853010724
102,69649212030922
410,9995667953085
116,75639739247933
217,16174467403292
106,68741863428829
163,80959378689764
188,49528952835504
19,045532176571957
396,325223649148
312,21160618007707
206,0340438245659
227,86977522943997
93,12828100167422
115,23815275948108
97,44917246844972
101,33078704381143
33,19636208515389
132,89174320042858
90,44975019782147
119,35979400982885
252,62090465263958
194,45191530669598
106,53049410558027
133,64331321431564
141,98110302774344
72,32116831886934
186,64217818380126
66,6040123895278
130,7174777835447
327,9205339020531
30,855020398162583
263,04900257386953
137,5626363717483
127,66363760278035
501,82672572222225
177,38137454358267
269,2011261016069
333,76643581104463
246,18061273059283
493,1276077320002
195,59521308958398
445,03439042546944
73,75076961826319
264,32435233981363
203,04153948461718
162,63392645519605
86,90951627138072
47,65922529948888
142,6561410964343
107,00059130477086
190,37566708247283
260,9117308368549
326,67481007654925
271,30204597993395
166,24305114894756
60,574356520556314
207,85738371521768
190,9628966234618
339,0306615505345
93,1660269770067
649,2088742615422
100,4358560349331
230,56185322034304
110,09510606681582
69,71726015944105
140,4462702219282
123,03869370636156
150,77769080522495
161,0537209015671
367,54946338961736
57,19219219533403
415,23826525748854
538,4383259281256
43,43234507190649
166,7446600574059
259,153408547722
57,87638671738462
272,0529513706305
205,02641452042718
74,32879457035172
108,54921958750258
205,42526861691343
32,41562407320078
100,28972415045864
508,320228828059
318,6056346287245
315,93492030673673
187,58510655641584
67,05354659951493
137,02215433519163
29,634551083625936
113,18824636955817
149,7477950563814
53,697638769451665
298,3677537159397
60,68985263605783
400,6194952374371
216,7774173815231
55,76638765534066
172,0783940546222
269,66674132336817
99,36411556063337
81,85361271405662
51,61853765950625
1240,5421775640773
98,91414994892764
310,7359116080771
152,34247436365305
43,03273295532167
105,34440650225588
234,7149764281058
227,69776633223424
68,23368230066346
36,3904082416397
81,84402715533028
154,0828888000679
225,9220107443255
133,13245949577313
159,48368115646338
32,06555370662591
127,74967156155225
233,57372741860135
204,0127265411721
94,85259324614432
104,29729387690143
91,56812663798911
430,4738496767793
237,43607898107481
205,4878135916464
108,33043228875404
117,37962069867125
147,23103683684866
88,12288426900413
79,75956139046126
282,49676400815696
128,0764508219243
155,19444770897522
135,10533571363885
35,68402967504172
286,95711739041496
131,81475933273742
171,69305944002915
314,811163879577
194,60259966159163
267,4560687178849
407,14160074533834
571,0410039784229
102,6616500256169
361,82475634991346
340,5597292466848
262,2421354422328
80,41296530393376
140,51366794291883
25,902961671176378
81,1374820543339
68,71463301468403
168,08908081134493
317,60903499109384
117,75109087645255
213,2441588904412
161,82474519782244
118,79491455081985
129,88848925733532
448,4433458109147
56,297617175992976
107,23845928644033
163,18263827880955
235,54857040243962
143,72863085833484
622,6207394687916
490,6237742400076
713,7553561198694
194,34247035744716
479,9934494294664
261,66479391750323
85,47215389139778
73,09779250902027
32,565694912699236
88,56035606335891
103,46796918291264
107,93498390439072
227,14591529590015
66,35835274402987
60,6904691572529
496,35908319133165
493,49088833928613
175,82651871638154
181,82492938304125
140,19477199758404
399,0270689107667
181,5392125404061
97,10888859718845
306,72429363496957
95,72300279770603
68,02699517317329
186,08429889444432
387,5507460602026
214,4884914989532
250,85625922166182
465,14092360208406
204,5400172979998
50,158476464683254
396,21570695948395
228,45562239582176
166,4241667928915
178,20457913917195
313,8107588136217
118,65612795144095
283,92422894850034
284,7781649378068
83,40999317504391
84,60916671160939
138,26951345579343
214,2618373395855
5,370218409310358
53,557090929419175
198,56161153392202
230,31947149673243
734,2947134884859
366,1290075681092
79,68705863171012
54,299072013605
267,72689556785525
36,27120836661655
558,4254932738993
149,03738190004924
233,13475384847678
96,65511201557196
65,38024201513902
228,95036556371932
289,1690569530717
204,31857907277947
538,1515333616925
162,85921972333736
167,8266194593916
205,9911242880509
249,49723847677706
214,34299847125777
144,9082071490308
115,45918954295809
119,67173879964005
97,86684056520046
485,6351954084362
138,81458407948696
441,41490278032677
370,5399128440472
125,60158089154032
99,94286053571423
90,46646849815752
361,92772818754804
98,96259191625423
314,6831218306864
194,03284795152862
114,38997142530602
328,5166285272738
327,34226577020036
198,2475631745081
485,20739041647573
280,77049785018784
105,0165966130671
265,0904098105483
130,6595603159605
440,56762724282714
147,6441038044851
344,732076635362
220,7621789780932
76,53645165787482
